CASEID,cexabu,cexphys,cexsex,cex_070a,cex_070b,cex_070c,cex_080,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex
  410,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
  411,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,2
  412,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
  413,1,1,1,6,6,6,1,994,994,994,7,3,"11",1,2
  414,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  415,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
  416,1,1,1,6,6,6,1,994,994,994,1,2,"24",2,1
  417,3,1,2,2,2,1,1,406,994,406,5,1,"35",3,2
  418,3,1,2,1,2,2,1,994,994,994,5,1,"24",2,2
  419,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
  420,1,1,1,6,6,6,1,994,994,994,2,2,"47",4,1
  421,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,1
  422,7,7,1,6,6,6,1,994,994,994,5,1,"48",4,1
  423,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,1
  424,3,2,1,2,2,1,1,994,994,994,6,1,"47",4,2
  425,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  426,1,1,1,6,6,6,1,994,994,994,1,2,"35",3,1
  427,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,2
  428,3,2,1,2,2,1,1,994,994,994,3,2,"35",3,2
  429,3,1,2,2,2,1,1,994,994,994,5,2,"24",2,1
  430,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,2
  431,3,2,1,2,2,1,1,994,994,994,1,1,"59",5,2
  432,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
  433,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  434,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
  435,3,2,1,2,2,1,1,994,101,101,4,1,"35",3,1
  436,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,1
  437,1,1,1,6,6,6,1,994,994,994,6,3,"11",1,1
  438,1,1,1,6,6,6,2,994,994,994,6,1,"12",1,2
  439,1,1,1,6,6,6,1,994,994,994,5,2,"48",4,1
  440,3,1,2,2,2,1,1,994,994,994,6,1,"24",2,2
  441,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  442,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,1
  443,3,2,1,2,2,1,5,994,994,994,4,2,"12",1,2
  444,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  445,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  446,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,2
  447,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  448,1,1,1,6,6,6,1,994,994,994,6,2,"13",1,1
  449,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,2
  450,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
  451,3,2,1,2,2,1,1,994,994,994,6,1,"24",2,2
  452,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
  453,1,1,1,6,6,6,1,994,609,609,3,3,"11",1,2
  454,3,2,1,2,2,1,1,711,609,609,2,1,"35",3,2
  455,3,1,2,2,2,1,1,994,994,994,7,1,"24",2,2
  456,1,1,1,6,6,6,1,994,994,994,6,2,"13",1,2
  457,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
  458,1,1,1,6,6,6,2,711,994,711,2,1,"35",3,1
  459,1,1,1,6,6,6,1,994,994,994,1,2,"46",4,1
  460,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,1
  461,3,2,1,2,2,1,1,994,994,994,6,3,"11",1,1
  462,1,1,1,6,6,6,1,994,994,994,4,3,"11",1,2
  463,3,2,1,2,2,1,5,994,994,994,5,2,"48",4,2
  464,1,1,1,6,6,6,1,507,994,507,2,1,"48",4,1
  465,1,1,1,6,6,6,1,994,994,994,1,1,"12",1,2
  466,1,1,1,6,6,6,2,994,994,994,3,1,"35",3,2
  467,2,2,2,2,2,1,1,813,994,813,3,1,"12",1,2
  468,3,2,1,2,2,1,1,994,994,994,5,2,"10",1,1
  469,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,2
  470,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
  471,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  472,1,1,1,6,6,6,1,994,994,994,4,1,"47",4,1
  473,3,2,1,2,2,1,1,711,101,101,1,1,"12",1,2
  474,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,1
  475,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,2
  476,3,2,8,8,8,8,8,711,994,711,5,1,"59",5,2
  477,2,2,2,1,2,2,1,994,994,994,1,1,"35",3,2
  478,3,1,2,2,2,1,1,994,994,994,7,1,"24",2,2
  479,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  480,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
  481,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
  482,1,1,1,6,6,6,1,994,994,994,2,2,"12",1,1
  483,3,1,2,2,2,1,1,994,994,994,5,1,"12",1,2
  484,1,1,1,6,6,6,2,711,994,711,2,1,"24",2,1
  485,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  486,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,1
  487,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  488,1,1,1,6,6,6,1,711,995,711,1,1,"46",4,1
  489,1,1,1,6,6,6,1,507,994,507,2,1,"35",3,1
  490,8,8,8,6,6,6,8,994,994,994,3,1,"35",3,2
  491,1,1,1,6,6,6,2,994,994,994,5,1,"24",2,1
  492,3,2,1,2,2,1,1,994,994,994,4,2,"59",5,2
  493,7,7,7,6,6,6,7,994,994,994,7,1,"35",3,2
  494,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
  495,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  496,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
  497,3,2,1,2,2,1,2,994,994,994,3,1,"47",4,1
  498,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
  499,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,2
  500,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,1
  501,3,2,1,2,2,1,2,994,994,994,4,1,"24",2,2
  502,3,2,1,2,2,1,1,994,994,994,4,1,"10",1,1
  503,3,2,1,2,2,1,3,994,994,994,2,1,"35",3,1
  504,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,2
  505,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  506,3,2,1,2,2,1,1,995,995,995,3,1,"59",5,1
  507,7,7,1,6,6,6,1,994,994,994,6,1,"46",4,2
  508,3,2,1,2,2,1,1,994,994,994,1,1,"35",3,1
  509,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,2
  510,3,1,2,7,7,7,1,994,994,994,2,1,"24",2,2
  511,3,1,2,1,2,2,1,994,994,994,5,1,"12",1,2
  512,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
  513,1,1,1,6,6,6,1,711,994,711,1,2,"24",2,2
  514,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,2
  515,1,1,1,6,6,6,1,994,994,994,1,1,"12",1,2
  516,1,1,1,6,6,6,1,994,202,202,1,1,"35",3,2
  517,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
  518,1,1,1,6,6,6,1,994,994,994,4,2,"13",1,2
  519,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  520,1,1,1,6,6,6,1,994,994,994,2,1,"47",4,2
  521,3,2,1,2,2,1,1,994,994,994,5,1,"12",1,2
  522,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
  523,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  524,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  525,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  526,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
  527,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  528,1,1,1,6,6,6,3,994,994,994,4,1,"35",3,2
  529,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  530,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,1
  531,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,1
  532,1,1,1,6,6,6,1,994,994,994,2,2,"10",1,2
  533,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  534,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,1
  535,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
  536,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,1
  537,3,2,1,2,2,1,1,994,994,994,5,2,"12",1,1
  538,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
  539,1,1,1,6,6,6,1,994,609,609,1,1,"46",4,2
  540,1,1,1,6,6,6,1,994,994,994,7,1,"47",4,1
  541,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,1
  542,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
  543,3,1,2,2,2,1,1,813,994,813,5,1,"47",4,2
  544,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
  545,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  546,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
  547,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,2
  548,8,8,8,6,6,6,8,508,994,508,3,1,"46",4,1
  549,3,2,1,2,2,1,1,994,994,994,2,1,"48",4,1
  550,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,1
  551,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,1
  552,1,1,1,6,6,6,1,994,994,994,6,1,"46",4,2
  553,1,1,1,6,6,6,2,994,994,994,5,1,"13",1,2
  554,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
  555,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
  556,1,1,1,6,6,6,1,994,609,609,4,1,"24",2,2
  557,2,2,2,2,2,1,1,994,994,994,4,1,"12",1,2
  558,2,2,2,2,2,1,1,406,994,406,5,1,"12",1,2
  559,3,2,1,2,2,1,1,994,994,994,4,1,"48",4,2
  560,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  561,1,1,1,6,6,6,1,994,994,994,2,1,"13",1,1
  562,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
  563,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
  564,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
  565,3,2,1,2,2,1,1,994,994,994,5,2,"35",3,1
  566,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
  567,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
  568,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
  569,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
  570,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,1
  571,3,2,1,2,2,1,2,994,994,994,1,1,"24",2,2
  572,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
  573,1,1,1,6,6,6,1,994,994,994,5,2,"47",4,1
  574,3,2,1,2,2,1,1,994,994,994,6,1,"46",4,2
  575,1,1,1,6,6,6,1,994,994,994,5,2,"46",4,1
  576,3,1,2,2,2,1,2,711,994,711,3,2,"59",5,2
  577,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,2
  578,1,1,1,6,6,6,1,994,994,994,6,2,"46",4,2
  579,2,2,2,2,2,1,1,994,994,994,3,1,"35",3,1
  580,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
  581,3,1,2,2,2,1,1,994,609,609,2,3,"11",1,2
  582,3,2,1,2,2,1,1,994,609,609,1,1,"35",3,1
  583,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  584,3,2,1,2,2,1,2,994,994,994,6,2,"10",1,1
  585,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  586,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
  587,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
  588,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
  589,3,2,1,2,2,1,1,813,994,813,1,1,"46",4,2
  590,7,7,1,6,6,6,1,994,994,994,4,2,"13",1,1
  591,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,2
  592,1,1,1,6,6,6,1,711,994,711,3,1,"35",3,1
  593,1,1,1,6,6,6,1,994,994,994,5,2,"13",1,2
  594,3,1,2,1,1,2,4,711,994,711,2,2,"59",5,2
  595,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
  596,3,2,1,2,2,1,1,994,994,994,7,1,"48",4,2
  597,1,1,1,6,6,6,1,994,994,994,5,1,"10",1,2
  598,3,2,1,2,2,1,2,994,994,994,6,1,"35",3,1
  599,8,8,8,6,6,6,8,994,994,994,7,1,"35",3,1
  600,1,1,1,6,6,6,1,994,994,994,3,2,"59",5,2
  601,1,1,1,6,6,6,1,994,609,609,5,3,"11",1,2
  602,2,2,2,2,2,1,5,994,994,994,3,1,"59",5,2
  603,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,1
  604,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
  605,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  606,3,2,1,2,2,1,1,994,994,994,5,1,"10",1,1
  607,8,8,8,6,6,6,8,994,994,994,4,1,"35",3,2
  608,3,1,2,2,2,1,2,994,304,304,4,2,"35",3,2
  609,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,1
  610,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,1
  611,1,1,1,6,6,6,1,994,994,994,6,2,"35",3,2
  612,3,1,2,1,1,2,7,994,994,994,5,2,"59",5,2
  613,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
  614,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,1
  615,1,1,1,6,6,6,1,994,304,304,2,1,"35",3,1
  616,3,1,2,2,2,1,1,994,994,994,5,2,"13",1,2
  617,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
  618,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
  619,3,2,1,2,2,1,4,994,994,994,3,2,"48",4,1
  620,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  621,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  622,2,2,2,2,2,1,1,994,994,994,3,2,"48",4,2
  623,1,1,1,6,6,6,1,994,994,994,7,1,"46",4,2
  624,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  625,3,1,2,2,2,1,1,994,609,609,5,1,"47",4,2
  626,3,2,1,2,2,1,5,994,994,994,3,1,"13",1,1
  627,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  628,2,2,2,1,2,2,3,994,994,994,4,1,"24",2,1
  629,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,2
  630,3,1,2,2,2,1,1,994,994,994,4,2,"47",4,1
  631,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  632,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
  633,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  634,3,2,1,2,2,1,2,813,994,813,6,1,"35",3,1
  635,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
  636,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
  637,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
  638,1,1,1,6,6,6,1,994,994,994,4,2,"10",1,2
  639,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
  640,1,1,1,6,6,6,1,994,994,994,7,3,"11",1,2
  641,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  642,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
  643,1,1,1,6,6,6,1,711,994,711,2,1,"59",5,2
  644,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  645,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
  646,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  647,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
  648,3,1,2,2,2,1,1,994,994,994,5,1,"35",3,1
  649,1,1,1,6,6,6,3,994,994,994,5,1,"24",2,2
  650,1,1,1,6,6,6,1,994,994,994,5,2,"12",1,2
  651,1,1,1,6,6,6,1,994,994,994,2,2,"46",4,1
  652,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,2
  653,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
  654,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  655,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
  656,7,7,1,6,6,6,1,994,994,994,7,2,"46",4,1
  657,2,2,2,2,2,1,3,994,609,609,3,2,"46",4,1
  658,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,1
  659,1,1,1,6,6,6,1,994,994,994,4,2,"48",4,1
  660,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  661,3,2,1,1,1,2,1,405,994,405,2,1,"35",3,2
  662,7,7,1,6,6,6,1,994,994,994,6,1,"59",5,2
  663,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
  664,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
  665,1,1,1,6,6,6,1,994,609,609,3,1,"24",2,2
  666,3,2,1,2,2,1,1,994,994,994,2,1,"47",4,1
  667,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  668,3,2,1,2,2,1,1,813,995,813,1,2,"47",4,1
  669,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
  670,1,1,1,6,6,6,1,406,994,406,4,1,"35",3,2
  671,1,1,1,6,6,6,2,994,994,994,6,2,"13",1,2
  672,3,2,1,2,2,1,1,994,994,994,3,2,"12",1,2
  673,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  674,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
  675,8,8,8,6,6,6,8,994,994,994,5,1,"59",5,2
  676,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  677,3,2,1,2,2,1,5,405,994,405,3,2,"12",1,2
  678,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  679,7,7,1,6,6,6,1,994,994,994,7,1,"35",3,1
  680,1,1,1,6,6,6,1,994,994,994,4,2,"10",1,1
  681,2,2,2,2,2,1,1,994,994,994,4,1,"48",4,1
  682,1,1,1,6,6,6,1,711,994,711,3,1,"24",2,2
  683,2,2,2,2,2,1,2,994,994,994,5,2,"48",4,2
  684,3,2,1,2,2,1,1,994,994,994,5,1,"12",1,1
  685,3,2,1,2,2,1,4,994,994,994,2,1,"35",3,1
  686,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,1
  687,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
  688,3,2,1,2,2,1,2,994,994,994,1,1,"35",3,1
  689,1,1,1,6,6,6,5,994,994,994,4,2,"13",1,2
  690,1,1,1,6,6,6,1,994,609,609,3,1,"24",2,2
  691,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
  692,3,2,1,2,2,1,1,994,994,994,4,1,"24",2,1
  693,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  694,3,2,1,2,2,1,1,813,994,813,2,2,"24",2,2
  695,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,1
  696,3,1,2,2,2,1,1,994,994,994,6,1,"46",4,1
  697,1,1,1,6,6,6,1,405,994,405,3,1,"13",1,1
  698,3,2,1,2,2,1,1,994,994,994,2,1,"48",4,2
  699,3,2,1,2,2,1,2,994,304,304,2,1,"10",1,1
  700,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  701,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
  702,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,1
  703,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,2
  704,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
  705,3,1,2,2,2,1,1,994,994,994,5,1,"35",3,2
  706,1,1,1,6,6,6,1,994,994,994,6,2,"47",4,2
  707,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,2
  708,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  709,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,2
  710,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,1
  711,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
  712,1,1,1,6,6,6,1,994,994,994,7,1,"47",4,2
  713,3,2,1,2,2,1,1,994,994,994,6,3,"11",1,2
  714,3,2,1,1,2,2,1,994,994,994,4,1,"35",3,1
  715,2,2,2,2,2,1,5,507,994,507,6,1,"59",5,2
  716,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  717,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
  718,1,1,1,6,6,6,1,405,994,405,5,1,"46",4,1
  719,3,2,1,1,2,2,2,994,101,101,1,2,"24",2,1
  720,3,2,1,2,2,1,2,994,994,994,1,1,"35",3,1
  721,1,1,1,6,6,6,2,994,994,994,4,1,"35",3,2
  722,1,1,1,6,6,6,1,994,994,994,3,1,"13",1,2
  723,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,1
  724,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  725,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
  726,1,1,1,6,6,6,1,994,994,994,7,2,"46",4,2
  727,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
  728,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  729,3,2,1,2,2,1,1,711,994,711,3,1,"59",5,1
  730,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  731,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
  732,3,2,1,2,2,1,1,507,994,507,6,1,"59",5,2
  733,3,2,1,2,2,1,1,994,994,994,4,1,"24",2,1
  734,8,1,8,6,6,6,1,994,994,994,4,1,"35",3,2
  735,1,1,1,6,6,6,1,507,304,304,2,1,"47",4,1
  736,3,2,1,1,2,2,1,994,202,202,5,1,"59",5,1
  737,3,1,2,1,1,2,1,994,994,994,2,1,"47",4,2
  738,3,2,1,2,2,1,1,994,994,994,6,1,"13",1,2
  739,1,1,1,6,6,6,1,508,994,508,6,2,"12",1,1
  740,1,1,1,6,6,6,1,994,994,994,4,1,"10",1,1
  741,2,2,2,2,2,1,1,994,994,994,6,1,"35",3,2
  742,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
  743,1,1,1,6,6,6,1,711,994,711,4,1,"24",2,2
  744,1,1,1,6,6,6,3,994,994,994,5,1,"12",1,2
  745,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,1
  746,2,2,2,2,2,1,1,994,994,994,5,1,"24",2,2
  747,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
  748,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  749,1,1,1,6,6,6,1,994,994,994,6,2,"46",4,2
  750,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
  751,3,2,1,2,2,1,3,994,994,994,4,1,"24",2,1
  752,3,1,2,2,2,1,1,994,994,994,6,1,"24",2,2
  753,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  754,2,2,2,2,2,1,2,994,994,994,4,1,"48",4,2
  755,3,2,1,2,2,1,1,994,994,994,5,1,"24",2,2
  756,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  757,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  758,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
  759,3,2,1,2,2,1,2,995,995,995,2,1,"24",2,2
  760,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,1
  761,3,1,2,2,2,1,4,994,994,994,4,1,"12",1,1
  762,3,2,1,2,2,1,1,994,994,994,3,1,"48",4,1
  763,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,2
  764,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
  765,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
  766,7,7,1,6,6,6,1,994,994,994,3,2,"35",3,1
  767,1,1,1,6,6,6,1,994,994,994,4,1,"47",4,2
  768,2,2,2,2,2,1,5,994,994,994,6,1,"13",1,1
  769,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
  770,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,2
  771,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  772,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,1
  773,3,2,1,2,2,1,1,994,994,994,6,1,"24",2,1
  774,1,1,1,6,6,6,1,994,304,304,6,1,"12",1,2
  775,1,1,1,6,6,6,1,994,609,609,1,2,"24",2,1
  776,3,2,1,2,2,1,2,994,994,994,4,2,"59",5,2
  777,8,8,1,6,6,6,1,994,994,994,2,3,"11",1,1
  778,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,1
  779,3,2,1,2,2,1,1,509,995,509,3,1,"48",4,1
  780,3,2,1,2,2,1,1,994,609,609,2,1,"47",4,1
  781,2,2,2,2,2,1,1,994,994,994,5,1,"59",5,1
  782,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
  783,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,2
  784,2,2,2,2,2,1,1,994,994,994,5,1,"35",3,2
  785,1,1,1,6,6,6,1,994,994,994,7,2,"10",1,2
  786,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,2
  787,3,7,2,2,2,1,1,994,994,994,4,1,"35",3,2
  788,3,1,2,2,2,1,3,994,994,994,5,2,"24",2,2
  789,1,1,1,6,6,6,1,994,994,994,3,1,"10",1,1
  790,1,1,1,6,6,6,1,994,994,994,4,2,"10",1,1
  791,1,1,1,6,6,6,1,994,994,994,6,2,"46",4,1
  792,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,1
  793,3,2,1,2,2,1,5,994,994,994,5,2,"59",5,1
  794,3,2,1,2,2,1,1,994,994,994,4,2,"10",1,2
  795,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
  796,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,2
  797,3,2,1,2,2,1,2,994,994,994,6,1,"12",1,1
  798,1,1,1,6,6,6,1,994,304,304,3,3,"11",1,1
  799,1,1,1,6,6,6,1,994,994,994,1,1,"10",1,1
  800,7,7,1,6,6,6,1,994,202,202,2,2,"48",4,2
  801,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
  802,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
  803,3,2,1,2,2,1,1,711,994,711,4,1,"35",3,1
  804,3,2,1,2,2,1,1,994,994,994,6,1,"46",4,2
  805,1,1,1,6,6,6,1,994,994,994,5,2,"10",1,1
  806,3,2,1,2,2,1,3,405,994,405,3,1,"47",4,2
  807,1,1,1,6,6,6,3,994,994,994,5,1,"35",3,2
  808,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
  809,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  810,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
  811,3,2,1,2,2,1,5,994,994,994,6,1,"35",3,1
  812,1,1,1,6,6,6,1,711,994,711,7,1,"24",2,2
  813,1,1,1,6,6,6,1,994,994,994,3,2,"47",4,1
  814,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
  815,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,1
  816,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
  817,1,1,1,6,6,6,5,994,994,994,6,1,"35",3,2
  818,1,1,1,6,6,6,1,994,994,994,2,3,"11",1,2
